gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,at,epspx,ni,seq,costat,prch_c
011506,12/31/2013,2013,INDL,C,D,STD,USD,27142.0000,0.6500,430.0000,4864.0000,A,38.6800
011506,12/31/2014,2014,INDL,C,D,STD,USD,50563.0000,2.9300,2114.0000,8777.0000,A,59.7700
011506,12/31/2015,2015,INDL,C,D,STD,USD,49020.0000,-0.7600,-571.0000,6148.0000,A,61.3800
011506,12/31/2016,2016,INDL,C,D,STD,USD,46835.0000,-0.5700,-424.0000,4643.0000,A,32.2100
011506,12/31/2017,2017,INDL,C,D,STD,USD,46352.0000,2.6300,2174.0000,9656.0000,A,32.6900
011506,12/31/2018,2018,INDL,C,D,STD,USD,45302.0000,-0.1600,-155.0000,14660.0000,A,33.6700
011506,12/31/2019,2019,INDL,C,D,STD,USD,46040.0000,0.7100,850.0000,13363.0000,A,29.5500
011506,12/31/2020,2020,INDL,C,D,STD,USD,44165.0000,0.1700,211.0000,11769.0000,A,24.1700
011550,12/31/2010,2010,INDL,C,D,STD,USD,13059.8000,3.8900,456.5000,3832.5000,A,61.0200
011550,12/31/2011,2011,INDL,C,D,STD,USD,13862.1000,2.2000,526.2000,3993.7000,A,35.3800
011550,12/31/2012,2012,INDL,C,D,STD,USD,14285.0000,2.3700,546.3000,4165.5000,A,41.4800
011550,12/31/2013,2013,INDL,C,D,STD,USD,14769.4000,2.5400,577.4000,4263.4000,A,45.0000
011550,12/31/2014,2014,INDL,C,D,STD,USD,15163.4000,2.6100,588.3000,4450.1000,A,55.3900
011550,12/31/2015,2015,INDL,C,D,STD,USD,29355.2000,2.3600,640.3000,8685.2000,A,58.0100
011550,12/31/2016,2016,INDL,C,D,STD,USD,30123.2000,2.9800,940.2000,8960.2000,A,66.1032
011550,12/31/2017,2017,INDL,C,D,STD,USD,31590.5000,3.8100,1204.9000,9491.8000,A,70.0900
011550,12/31/2018,2018,INDL,C,D,STD,USD,33475.8000,3.3600,1060.5000,9819.3000,A,75.4800
011550,12/31/2019,2019,INDL,C,D,STD,USD,34951.8000,3.6000,1135.2000,10143.8000,A,98.1900
011550,12/31/2020,2020,INDL,C,D,STD,USD,37028.1000,3.8000,1201.1000,10500.1000,A,109.5300
011554,12/31/2010,2010,INDL,C,D,STD,USD,9282.9000,2.6200,306.3000,3137.4000,A,37.6500
011554,12/31/2011,2011,INDL,C,D,STD,USD,9687.9000,2.7300,321.9000,3218.1000,A,44.4900
011554,12/31/2012,2012,INDL,C,D,STD,USD,10785.5000,2.9300,335.7000,3340.0000,A,47.6500
011554,12/31/2013,2013,INDL,C,D,STD,USD,11112.4000,3.2900,376.2000,3481.4000,A,54.1760
011554,12/31/2014,2014,INDL,C,D,STD,USD,12085.9000,3.4800,393.3000,3638.7000,A,69.7800
011554,12/31/2015,2015,INDL,C,D,STD,USD,12495.2000,3.3800,388.4000,3924.1000,A,70.8000
011554,12/31/2016,2016,INDL,C,D,STD,USD,13373.8000,1.6500,381.7000,4062.0000,A,40.9900
011554,12/31/2017,2017,INDL,C,D,STD,USD,14187.8000,1.9900,467.5000,4382.2000,A,45.5500
011554,12/31/2018,2018,INDL,C,D,STD,USD,15426.0000,2.1900,522.3000,4785.7000,A,46.5831
011554,12/31/2019,2019,INDL,C,D,STD,USD,16700.7000,2.3400,567.4000,5405.1000,A,55.4000
011554,12/31/2020,2020,INDL,C,D,STD,USD,17710.0000,2.4700,624.0000,5888.0000,A,60.2800
011672,01/31/2010,2009,INDL,C,D,STD,USD,7463.9770,2.9000,1213.5720,2889.2760,A,40.6400
011672,01/31/2011,2010,INDL,C,D,STD,USD,7971.7630,3.3500,1343.1410,3099.8990,A,48.5000
011672,01/31/2012,2011,INDL,C,D,STD,USD,8281.6050,3.9400,1496.0900,3209.2900,A,65.5000
011672,01/31/2013,2012,INDL,C,D,STD,USD,9511.8550,2.6000,1906.6870,3665.9370,A,46.6700
011672,01/31/2014,2013,INDL,C,D,STD,USD,10201.0220,3.0000,2137.3960,4229.8930,A,64.0900
011672,01/31/2015,2014,INDL,C,D,STD,USD,11128.3810,3.2000,2215.1280,4264.2300,A,69.8400
011672,01/31/2016,2015,INDL,C,D,STD,USD,11499.4820,3.3800,2277.6580,4307.0750,A,76.9300
011672,01/31/2017,2016,INDL,C,D,STD,USD,12883.8080,3.5100,2298.2340,4510.5990,A,83.6400
011672,01/31/2018,2017,INDL,C,D,STD,USD,14058.0150,4.1000,2607.9480,5148.3090,A,80.9200
011672,01/31/2019,2018,INDL,C,D,STD,USD,14326.0290,2.4700,3059.7980,5048.6060,A,56.6400
011672,01/31/2020,2019,INDL,C,D,STD,USD,24145.0030,2.7100,3272.1930,5948.2120,A,61.6900
011687,12/31/2010,2010,INDL,C,D,STD,USD,51034.8860,-2.4800,-292.7280,6648.2790,A,30.2900
011687,12/31/2011,2011,INDL,C,D,STD,USD,53149.1090,0.8300,323.8040,6985.3080,A,25.6000
011687,12/31/2012,2012,INDL,C,D,STD,USD,55511.9180,0.9800,349.5160,6052.0690,A,22.8100
011687,12/31/2013,2013,INDL,C,D,STD,USD,56031.1270,1.5800,263.7910,6464.5630,A,31.4001
011687,12/31/2014,2014,INDL,C,D,STD,USD,57208.8740,1.6800,398.4620,7369.5300,A,33.3250
011687,12/31/2015,2015,INDL,C,D,STD,USD,59669.5250,1.2000,309.4710,7507.5190,A,33.0300
011687,12/31/2016,2016,INDL,C,D,STD,USD,63239.1650,2.0000,469.0500,7634.3060,A,44.1500
011687,12/31/2017,2017,INDL,C,D,STD,USD,66288.0000,2.7100,592.0000,7679.0000,A,52.2000
011687,12/31/2018,2018,INDL,C,D,STD,USD,68746.0000,4.3600,884.0000,7578.0000,A,59.1900
011687,12/31/2019,2019,INDL,C,D,STD,USD,69172.0000,4.4100,816.0000,7353.0000,A,52.0750
011687,12/31/2020,2020,INDL,C,D,STD,USD,81479.0000,3.0600,539.0000,7886.0000,A,52.4800
011811,06/30/2010,2010,INDL,C,D,STD,USD,1564.1460,1.3900,117.8700,750.3720,A,29.9700
011811,06/30/2011,2011,INDL,C,D,STD,USD,1505.7970,1.6000,137.4710,879.7760,A,34.5000
011811,06/30/2012,2012,INDL,C,D,STD,USD,1619.4920,1.7900,154.9840,983.0560,A,40.7100
011811,06/30/2013,2013,INDL,C,D,STD,USD,1629.1550,2.0500,176.6450,1072.1690,A,59.3700
011811,06/30/2014,2014,INDL,C,D,STD,USD,1680.7030,2.2000,186.7150,967.3870,A,63.8500
011811,06/30/2015,2015,INDL,C,D,STD,USD,1836.8350,2.6000,211.2210,991.5340,A,79.9200
011811,06/30/2016,2016,INDL,C,D,STD,USD,1815.5120,3.1300,248.8670,996.2100,A,91.0600
011811,06/30/2017,2017,INDL,C,D,STD,USD,1908.9450,3.1600,245.7930,1032.0510,A,119.8200
011811,06/30/2018,2018,INDL,C,D,STD,USD,2050.3030,4.8800,376.6600,1266.8280,A,163.6804
011811,06/30/2019,2019,INDL,C,D,STD,USD,2184.8290,3.5200,271.8850,1429.0130,A,152.9300
011811,06/30/2020,2020,INDL,C,D,STD,USD,2428.4740,3.8600,296.6680,1549.6880,A,200.9800
011856,12/31/2010,2010,INDL,C,D,STD,USD,157081.0000,1.1800,816.0000,16436.0000,A,35.7200
011856,12/31/2011,2011,INDL,C,D,STD,USD,174579.0000,1.8500,1289.0000,17418.0000,A,29.6000
011856,12/31/2012,2012,INDL,C,D,STD,USD,183872.0000,2.7400,1979.0000,21158.0000,A,34.3700
011856,12/31/2013,2013,INDL,C,D,STD,USD,183010.0000,2.2200,1679.0000,22759.0000,A,37.4200
011856,12/31/2014,2014,INDL,C,D,STD,USD,186814.0000,2.7900,2151.0000,24338.0000,A,41.0400
011856,12/31/2015,2015,INDL,C,D,STD,USD,209947.0000,2.5900,2084.0000,27306.0000,A,41.9000
011856,12/31/2016,2016,INDL,C,D,STD,USD,219276.0000,2.8100,2426.0000,29881.0000,A,47.8500
011856,12/31/2017,2017,INDL,C,D,STD,USD,221642.0000,2.7800,2394.0000,29648.0000,A,51.1100
011856,12/31/2018,2018,INDL,C,D,STD,USD,225697.0000,3.9600,3237.0000,30122.0000,A,56.3100
011856,12/31/2019,2019,INDL,C,D,STD,USD,473078.0000,3.7600,3224.0000,66384.0000,A,56.9200
011856,12/31/2020,2020,INDL,C,D,STD,USD,509228.0000,3.1100,4482.0000,70807.0000,A,56.6800
012124,12/31/2010,2010,INDL,C,D,STD,USD,807698.0000,2.4800,4684.0000,57211.0000,A,33.2700
012124,12/31/2011,2011,INDL,C,D,STD,USD,749898.0000,1.2800,4111.0000,62049.0000,A,31.0400
012124,12/31/2012,2012,INDL,C,D,STD,USD,780960.0000,0.0000,68.0000,62109.0000,A,21.1900
012124,12/31/2013,2013,INDL,C,D,STD,USD,832702.0000,1.4200,2932.0000,65921.0000,A,31.8500
012124,12/31/2014,2014,INDL,C,D,STD,USD,801510.0000,1.6500,3467.0000,70900.0000,A,39.1900
012124,12/31/2015,2015,INDL,C,D,STD,USD,787465.0000,2.9800,6127.0000,75182.0000,A,41.0400
012124,12/31/2016,2016,INDL,C,D,STD,USD,814949.0000,2.9800,5979.0000,76050.0000,A,44.0400
012124,12/31/2017,2017,INDL,C,D,STD,USD,851733.0000,3.1500,6111.0000,77391.0000,A,54.2500
012124,12/31/2018,2018,INDL,C,D,STD,USD,853531.0000,4.8100,8748.0000,80246.0000,A,59.3800
012124,12/31/2019,2019,INDL,C,D,STD,USD,895429.0000,5.2600,9042.0000,81549.0000,A,51.4400
012124,12/31/2020,2020,INDL,C,D,STD,USD,1115862.0000,6.5500,10996.0000,101781.0000,A,68.9700
012138,12/31/2010,2010,INDL,C,D,STD,USD,3642.0000,2.6000,672.2000,3296.5000,A,65.3800
012138,12/31/2011,2011,INDL,C,D,STD,USD,3770.3000,3.0100,773.2000,3420.7000,A,71.2900
012138,12/31/2012,2012,INDL,C,D,STD,USD,4202.8000,3.4700,883.6000,3846.1000,A,66.9500
012138,12/31/2013,2013,INDL,C,D,STD,USD,5033.1000,4.0200,1047.7000,4818.1000,A,83.9900
012138,12/31/2014,2014,INDL,C,D,STD,USD,5644.4000,4.6800,1229.6000,5395.2000,A,88.6400
012138,12/31/2015,2015,INDL,C,D,STD,USD,5106.9000,4.7400,1223.0000,4762.0000,A,87.2200
012138,12/31/2016,2016,INDL,C,D,STD,USD,6225.0000,4.8500,1215.0000,5008.6000,A,79.0000
012138,12/31/2017,2017,INDL,C,D,STD,USD,7534.7000,6.0700,1497.8000,5824.4000,A,106.1000
012138,12/31/2018,2018,INDL,C,D,STD,USD,7689.3000,7.4100,1837.5000,6124.3000,A,127.4300
012138,12/31/2019,2019,INDL,C,D,STD,USD,9330.4000,8.8200,2131.3000,7102.1000,A,126.1600
012138,12/31/2020,2020,INDL,C,D,STD,USD,10659.0000,10.0800,2372.7000,7707.0000,A,154.3300
012141,06/30/2010,2010,INDL,C,D,STD,USD,86113.0000,2.1300,18760.0000,46175.0000,A,31.5800
012141,06/30/2011,2011,INDL,C,D,STD,USD,108704.0000,2.7300,23150.0000,57083.0000,A,29.4600
012141,06/30/2012,2012,INDL,C,D,STD,USD,121271.0000,2.0200,16978.0000,66363.0000,A,32.9500
012141,06/30/2013,2013,INDL,C,D,STD,USD,142431.0000,2.6100,21863.0000,78944.0000,A,38.9800
012141,06/30/2014,2014,INDL,C,D,STD,USD,172384.0000,2.6600,22074.0000,89784.0000,A,50.0450
012141,06/30/2015,2015,INDL,C,D,STD,USD,176223.0000,1.4900,12193.0000,80083.0000,A,56.8500
012141,06/30/2016,2016,INDL,C,D,STD,USD,193694.0000,2.1200,16798.0000,71997.0000,A,64.1000
012141,06/30/2017,2017,INDL,C,D,STD,USD,241086.0000,2.7400,21204.0000,72394.0000,A,87.4999
012141,06/30/2018,2018,INDL,C,D,STD,USD,258848.0000,2.1500,16571.0000,82718.0000,A,116.1800
012141,06/30/2019,2019,INDL,C,D,STD,USD,286556.0000,5.1100,39240.0000,102330.0000,A,159.5500
012141,06/30/2020,2020,INDL,C,D,STD,USD,301311.0000,5.8200,44281.0000,118304.0000,A,232.8600
012142,05/31/2010,2009,INDL,C,D,STD,USD,61578.0000,1.2200,6135.0000,30798.0000,A,25.1100
012142,05/31/2011,2010,INDL,C,D,STD,USD,73535.0000,1.6900,8547.0000,39776.0000,A,32.2700
012142,05/31/2012,2011,INDL,C,D,STD,USD,78327.0000,1.9900,9981.0000,43688.0000,A,36.5000
012142,05/31/2013,2012,INDL,C,D,STD,USD,81812.0000,2.2900,10925.0000,44648.0000,A,34.3500
012142,05/31/2014,2013,INDL,C,D,STD,USD,90344.0000,2.4200,10955.0000,46878.0000,A,38.3400
012142,05/31/2015,2014,INDL,C,D,STD,USD,110903.0000,2.2600,9938.0000,48663.0000,A,46.7050
012142,05/31/2016,2015,INDL,C,D,STD,USD,112180.0000,2.1100,8901.0000,47289.0000,A,45.3300
012142,05/31/2017,2016,INDL,C,D,STD,USD,134991.0000,2.2700,9335.0000,53860.0000,A,42.0000
012142,05/31/2018,2017,INDL,C,D,STD,USD,137264.0000,0.9300,3825.0000,45726.0000,A,53.1400
012142,05/31/2019,2018,INDL,C,D,STD,USD,108709.0000,3.0500,11083.0000,21785.0000,A,53.4800
012142,05/31/2020,2019,INDL,C,D,STD,USD,115438.0000,3.1600,10135.0000,12074.0000,A,60.5000
012441,12/31/2010,2010,INDL,C,D,STD,USD,1285.6580,1.0100,96.2850,187.0560,A,34.0000
012441,12/31/2011,2011,INDL,C,D,STD,USD,1379.8720,1.4300,136.9020,181.7840,A,43.3900
012441,12/31/2012,2012,INDL,C,D,STD,USD,1621.2770,1.7800,165.9030,306.6730,A,51.4500
012441,12/31/2013,2013,INDL,C,D,STD,USD,1783.5820,1.9700,182.8010,361.3160,A,71.4900
012441,12/31/2014,2014,INDL,C,D,STD,USD,1904.3510,2.0600,183.7660,161.1710,A,87.5800
012441,12/31/2015,2015,INDL,C,D,STD,USD,2174.6860,2.0900,175.6350,-132.4000,A,94.8200
012441,12/31/2016,2016,INDL,C,D,STD,USD,2367.3350,2.3400,193.5820,60.8780,A,105.4500
012441,12/31/2017,2017,INDL,C,D,STD,USD,7283.1730,0.0400,3.2790,983.4650,A,130.0200
012441,12/31/2018,2018,INDL,C,D,STD,USD,6201.4740,1.3500,122.4560,850.7570,A,161.2100
012441,12/31/2019,2019,INDL,C,D,STD,USD,7151.2940,2.6000,233.2900,938.5930,A,171.7750
012441,12/31/2020,2020,INDL,C,D,STD,USD,7315.9670,2.9900,266.7450,1090.4280,A,165.2650
012459,12/31/2010,2010,INDL,C,D,STD,USD,2260.0610,34.9600,206.0050,1740.3740,A,769.5000
012459,12/31/2011,2011,INDL,C,D,STD,USD,1779.4850,23.6600,129.4200,1374.7990,A,804.3200
012459,12/31/2012,2012,INDL,C,D,STD,USD,2604.8420,36.0400,180.5880,1480.4770,A,966.9300
012459,12/31/2013,2013,INDL,C,D,STD,USD,2486.1480,56.2500,266.4770,1261.3520,A,1100.0000
012459,12/31/2014,2014,INDL,C,D,STD,USD,2351.3350,65.8300,281.6300,1124.2550,A,1284.5000
012459,12/31/2015,2015,INDL,C,D,STD,USD,2515.1310,95.2100,382.9270,1239.1650,A,1721.9500
012459,12/31/2016,2016,INDL,C,D,STD,USD,2643.9430,110.5300,425.2620,1304.4410,A,1845.3731
012459,12/31/2017,2017,INDL,C,D,STD,USD,2989.2790,144.0000,537.5210,1605.4920,A,3536.9700
012459,12/31/2018,2018,INDL,C,D,STD,USD,3165.9330,219.5800,797.1970,1808.5620,A,3700.0000
012459,12/31/2019,2019,INDL,C,D,STD,USD,3809.8150,241.3100,878.5390,2341.2440,A,3946.5000
012459,12/31/2020,2020,INDL,C,D,STD,USD,5777.1410,244.1100,901.2480,3103.0740,A,4530.0000
012540,11/30/2010,2010,INDL,C,D,STD,USD,8141.1480,1.4900,774.6800,5192.3870,A,37.8000
012540,11/30/2011,2011,INDL,C,D,STD,USD,8991.1830,1.6700,832.8470,5783.1130,A,35.9900
012540,11/30/2012,2012,INDL,C,D,STD,USD,9974.5230,1.6800,832.7750,6665.1820,A,38.2500
012540,11/30/2013,2013,INDL,C,D,STD,USD,10380.2980,0.5800,289.9850,6724.6340,A,61.0900
012540,11/30/2014,2014,INDL,C,D,STD,USD,10785.8290,0.5400,268.3950,6775.9050,A,77.5600
012540,11/30/2015,2015,INDL,C,D,STD,USD,11726.4720,1.2600,629.5510,7001.5800,A,96.4200
012540,11/30/2016,2016,INDL,C,D,STD,USD,12707.1140,2.3500,1168.7820,7424.8350,A,111.0900
012540,11/30/2017,2017,INDL,C,D,STD,USD,14535.5560,3.4300,1693.9540,8459.8690,A,186.2700
012540,11/30/2018,2018,INDL,C,D,STD,USD,18768.6820,5.2800,2590.7740,9362.1140,A,277.6100
012540,11/30/2019,2019,INDL,C,D,STD,USD,20762.4000,6.0700,2951.4580,10530.1550,A,332.8800
012540,11/30/2020,2020,INDL,C,D,STD,USD,24284.0000,10.9400,5260.0000,13264.0000,A,536.8800
012635,12/31/2010,2010,INDL,C,D,STD,USD,8281.0000,3.3700,496.0000,3229.0000,A,60.6400
012635,12/31/2011,2011,INDL,C,D,STD,USD,8548.0000,3.4400,472.0000,3258.0000,A,65.4100
012635,12/31/2012,2012,INDL,C,D,STD,USD,8497.0000,4.4000,611.0000,3417.0000,A,81.2600
012635,12/31/2013,2013,INDL,C,D,STD,USD,9513.0000,2.4800,648.0000,3585.0000,A,59.2800
012635,12/31/2014,2014,INDL,C,D,STD,USD,9337.0000,3.0400,754.0000,3295.0000,A,73.2700
012635,12/31/2015,2015,INDL,C,D,STD,USD,9340.0000,3.0400,712.0000,2660.0000,A,97.7600
012635,12/31/2016,2016,INDL,C,D,STD,USD,9743.0000,4.2200,930.0000,2541.0000,A,111.5100
012635,12/31/2017,2017,INDL,C,D,STD,USD,10289.0000,5.8400,1246.0000,2731.0000,A,133.3600
012635,12/31/2018,2018,INDL,C,D,STD,USD,11262.0000,2.9300,1187.0000,2293.0000,A,82.7900
012635,12/31/2019,2019,INDL,C,D,STD,USD,77539.0000,1.7400,893.0000,32979.0000,A,118.0000
012635,12/31/2020,2020,INDL,C,D,STD,USD,74619.0000,1.4200,958.0000,32330.0000,A,125.0500
012726,12/31/2010,2010,INDL,C,D,STD,USD,57307.7000,2.7200,886.1000,8944.4000,A,26.4200
012726,12/31/2011,2011,INDL,C,D,STD,USD,60179.0000,0.7800,235.4000,8577.0000,A,27.1600
012726,12/31/2012,2012,INDL,C,D,STD,USD,62236.1000,3.1800,894.4000,8612.6000,A,24.8100
012726,12/31/2013,2013,INDL,C,D,STD,USD,59403.6000,3.2400,858.1000,8659.1000,A,35.4000
012726,12/31/2014,2014,INDL,C,D,STD,USD,62497.1000,1.6200,413.4000,8552.4000,A,37.1500
012726,12/31/2015,2015,INDL,C,D,STD,USD,60589.7000,3.5100,867.1000,8663.9000,A,38.1500
012726,12/31/2016,2016,INDL,C,D,STD,USD,61941.5000,3.9600,931.4000,8968.0000,A,45.0100
012726,12/31/2017,2017,INDL,C,D,STD,USD,64013.1000,4.3900,994.2000,9574.9000,A,57.5500
012726,12/31/2018,2018,INDL,C,D,STD,USD,61875.6000,2.3800,523.4000,8621.8000,A,58.7300
012726,12/31/2019,2019,INDL,C,D,STD,USD,67013.4000,5.2500,1100.3000,9965.0000,A,38.2900
012726,12/31/2020,2020,INDL,C,D,STD,USD,70625.8000,3.8900,793.0000,10871.0000,A,30.5700
012850,12/31/2010,2010,INDL,C,D,STD,USD,2422.7900,2.8800,237.2720,1905.2970,A,97.7600
012850,12/31/2011,2011,INDL,C,D,STD,USD,3000.3580,1.8200,306.6270,2310.6810,A,74.3900
012850,12/31/2012,2012,INDL,C,D,STD,USD,3704.4680,2.3200,397.2320,2833.6500,A,88.3200
012850,12/31/2013,2013,INDL,C,D,STD,USD,4098.3640,1.1600,398.3540,3167.6640,A,59.4200
012850,12/31/2014,2014,INDL,C,D,STD,USD,4530.5650,1.5400,525.4330,3565.9680,A,66.4500
012850,12/31/2015,2015,INDL,C,D,STD,USD,5561.9840,1.5700,539.3620,3870.3840,A,75.7200
012850,12/31/2016,2016,INDL,C,D,STD,USD,5629.9630,1.8800,636.4840,3927.9470,A,67.5000
012850,12/31/2017,2017,INDL,C,D,STD,USD,6469.3110,2.6200,866.9780,4785.3480,A,73.8600
012850,12/31/2018,2018,INDL,C,D,STD,USD,6708.6360,1.9100,630.0590,4928.3890,A,73.4300
012850,12/31/2019,2019,INDL,C,D,STD,USD,6894.6220,1.6600,529.4540,4317.3280,A,76.4700
012850,12/31/2020,2020,INDL,C,D,STD,USD,7521.0960,2.5400,780.0880,4482.5670,A,80.9000
013125,12/31/2010,2010,INDL,C,D,STD,USD,13331.9230,0.9300,330.7090,7957.3670,A,38.0500
013125,12/31/2011,2011,INDL,C,D,STD,USD,17408.4750,1.2800,538.8910,9033.4820,A,41.9800
013125,12/31/2012,2012,INDL,C,D,STD,USD,19915.5550,1.8300,832.5400,10551.2370,A,47.7500
013125,12/31/2013,2013,INDL,C,D,STD,USD,20075.8700,1.9700,970.8370,10723.3000,A,56.0600
013125,12/31/2014,2014,INDL,C,D,STD,USD,21369.9400,1.9400,922.2330,10735.2970,A,46.0700
013125,12/31/2015,2015,INDL,C,D,STD,USD,21449.8490,-1.2100,-559.2350,9343.6430,A,49.6100
013125,12/31/2016,2016,INDL,C,D,STD,USD,15759.2650,0.7700,627.7470,5547.5950,A,40.4300
013125,12/31/2017,2017,INDL,C,D,STD,USD,14088.4610,0.8800,414.1690,5301.0050,A,33.6700
013125,12/31/2018,2018,INDL,C,D,STD,USD,12718.5530,2.2500,1061.0930,5944.4390,A,30.2650
013125,12/31/2019,2019,INDL,C,D,STD,USD,14032.8910,0.0900,45.5300,6085.0580,A,37.9300
013125,12/31/2020,2020,INDL,C,D,STD,USD,15920.0890,0.2700,413.5630,6788.3450,A,37.6400
013341,12/31/2010,2010,INDL,C,D,STD,USD,21150.3000,1.6200,1068.3000,6048.9000,A,22.1300
013341,12/31/2011,2011,INDL,C,D,STD,USD,21844.8000,1.6100,1015.5000,5806.7000,A,22.0800
013341,12/31/2012,2012,INDL,C,D,STD,USD,22694.7000,1.5000,902.3000,6007.0000,A,23.4100
013341,12/31/2013,2013,INDL,C,D,STD,USD,24408.2000,1.9500,1165.4000,6189.5000,A,28.5400
013341,12/31/2014,2014,INDL,C,D,STD,USD,25787.6000,2.1700,1281.0000,6928.6000,A,27.5200
013341,12/31/2015,2015,INDL,C,D,STD,USD,29819.3000,2.1600,1267.6000,7289.4000,A,33.9500
013341,12/31/2016,2016,INDL,C,D,STD,USD,33427.5000,1.7700,1031.0000,7957.1000,A,35.9450
013341,12/31/2017,2017,INDL,C,D,STD,USD,38701.2000,2.7400,1592.2000,9284.8000,A,57.1800
013341,12/31/2018,2018,INDL,C,D,STD,USD,46575.0000,4.4500,2615.3000,10821.8000,A,73.6900
013341,12/31/2019,2019,INDL,C,D,STD,USD,54895.3000,6.7500,3970.3000,13673.2000,A,84.9600
013341,12/31/2020,2020,INDL,C,D,STD,USD,64098.3000,9.7100,5704.6000,17038.6000,A,102.0500
013421,12/31/2010,2010,INDL,C,D,STD,USD,1732.1160,0.4900,126.5380,276.6540,A,8.6790
013421,12/31/2011,2011,INDL,C,D,STD,USD,1761.2690,0.2700,72.2290,411.1300,A,11.7200
013421,12/31/2012,2012,INDL,C,D,STD,USD,2287.0030,1.6300,439.9480,915.1710,A,13.7900
013421,12/31/2013,2013,INDL,C,D,STD,USD,2428.6010,0.5900,164.2430,1156.1050,A,15.9600
013421,12/31/2014,2014,INDL,C,D,STD,USD,3209.5560,0.5600,158.8980,1333.5740,A,19.5350
013421,12/31/2015,2015,INDL,C,D,STD,USD,2351.0150,0.8800,252.4170,1376.1150,A,23.3000
013421,12/31/2016,2016,INDL,C,D,STD,USD,2096.9080,0.7100,203.0860,741.7700,A,28.0000
013421,12/31/2017,2017,INDL,C,D,STD,USD,2418.7140,0.7500,204.1010,989.2020,A,45.6400
013421,12/31/2018,2018,INDL,C,D,STD,USD,2468.6540,1.2600,345.7770,1288.4010,A,47.4000
013421,12/31/2019,2019,INDL,C,D,STD,USD,3357.2250,3.6200,988.9790,2102.8940,A,77.0800
013421,12/31/2020,2020,INDL,C,D,STD,USD,3950.7850,2.1600,590.6440,2493.0180,A,136.8350
013498,11/30/2010,2010,INDL,C,D,STD,USD,37490.0000,2.5100,1978.0000,23031.0000,A,47.2200
013498,11/30/2011,2011,INDL,C,D,STD,USD,38637.0000,2.4300,1912.0000,23832.0000,A,48.1400
013498,11/30/2012,2012,INDL,C,D,STD,USD,39161.0000,1.6700,1298.0000,23929.0000,A,39.9500
013498,11/30/2013,2013,INDL,C,D,STD,USD,40104.0000,1.3900,1078.0000,24556.0000,A,40.4650
013498,11/30/2014,2014,INDL,C,D,STD,USD,39532.0000,1.5900,1236.0000,24288.0000,A,46.3100
013498,11/30/2015,2015,INDL,C,D,STD,USD,39237.0000,2.2600,1757.0000,23771.0000,A,55.7700
013498,11/30/2016,2016,INDL,C,D,STD,USD,38936.0000,3.7300,2779.0000,22597.0000,A,54.9000
013498,11/30/2017,2017,INDL,C,D,STD,USD,40778.0000,3.6100,2606.0000,24216.0000,A,69.8900
013498,11/30/2018,2018,INDL,C,D,STD,USD,42401.0000,4.4500,3152.0000,24443.0000,A,72.7000
013498,11/30/2019,2019,INDL,C,D,STD,USD,45058.0000,4.3400,2990.0000,25365.0000,A,59.2400
013498,11/30/2020,2020,INDL,C,D,STD,USD,53593.0000,-13.2000,-10236.0000,20555.0000,A,51.9400
013510,12/31/2010,2010,INDL,C,D,STD,USD,7644.2760,-0.2200,65.7980,2945.6100,A,14.3500
013510,12/31/2011,2011,INDL,C,D,STD,USD,7004.4370,-0.2800,95.5650,2714.6860,A,15.6300
013510,12/31/2012,2012,INDL,C,D,STD,USD,7560.1010,-0.5300,-73.9770,2591.4140,A,16.0000
013510,12/31/2013,2013,INDL,C,D,STD,USD,7752.6140,0.0600,190.5920,3013.2430,A,18.8000
013510,12/31/2014,2014,INDL,C,D,STD,USD,7754.8390,0.5400,243.5880,2860.3250,A,20.8300
013510,12/31/2015,2015,INDL,C,D,STD,USD,6917.1130,0.5300,615.3100,3181.9320,A,22.7000
013510,12/31/2016,2016,INDL,C,D,STD,USD,6772.0020,0.8800,312.1430,3465.8180,A,28.9900
013510,12/31/2017,2017,INDL,C,D,STD,USD,7388.1960,0.8000,1634.4310,4532.8440,A,30.1400
013510,12/31/2018,2018,INDL,C,D,STD,USD,7804.0240,1.0600,383.7290,4658.2010,A,29.4800
013510,12/31/2019,2019,INDL,C,D,STD,USD,8420.5620,1.1800,428.9720,5018.1150,A,36.0400
013510,12/31/2020,2020,INDL,C,D,STD,USD,9111.3940,0.8100,299.9150,5162.9720,A,43.4500
013619,03/31/2010,2009,INDL,C,D,STD,USD,129.5700,-0.5200,-19.0240,107.9560,A,16.7400
013619,03/31/2011,2010,INDL,C,D,STD,USD,131.5880,-0.3200,-11.7550,104.7430,A,12.2500
013619,03/31/2012,2011,INDL,C,D,STD,USD,153.9110,0.0400,1.4950,126.2970,A,21.5000
013619,03/31/2013,2012,INDL,C,D,STD,USD,169.9990,0.3800,15.0140,137.0800,A,26.1700
013619,03/31/2014,2013,INDL,C,D,STD,USD,205.4070,0.1900,7.3510,168.3530,A,29.2400
013619,03/31/2015,2014,INDL,C,D,STD,USD,338.3670,2.8000,113.6880,291.5600,A,39.0200
013619,03/31/2016,2015,INDL,C,D,STD,USD,423.9310,0.9000,38.1470,368.7750,A,110.6758
013619,03/31/2017,2016,INDL,C,D,STD,USD,550.4140,1.2100,52.1160,452.0710,A,132.9500
